Gene1,Gene2,connected_driver_gene,gene_type,confidence
PSMD4,PSMD5,,3,0.997495
UBC9,FUS,FUS,2,0.993918
EF1A1,HSP7C,,3,0.994232
ORC2,LRWD1,,3,0.99986
HIPK2,PML,PML,2,0.993349
IKKE,PML,PML,2,0.998403
DDX5,HDAC2,,1,0.99544
CHK2,KAT2B,,3,0.999132
SYT1,VAMP2,,3,0.999417
TRAF6,TGFR2,,3,0.992595
PSB3,PSB4,,3,0.99722
PSB8,PSB4,,3,0.996629
PSB10,PSB4,,3,0.995614
PSB5,PSB6,,3,0.995843
PSB6,PSB3,,3,0.995814
PSB7,PSMA8,,3,0.993141
PSB8,PSB3,,3,0.996413
PSB8,PSB6,,3,0.994982
PSB7,PSB8,,3,0.996603
PSB10,PSB8,,3,0.996842
PSB10,PSA3,,3,0.998748
PSB8,PSA6,,3,0.991945
POMP,PSA2,,3,0.993747
PLK1,BUB1B,BUB1B,2,0.999284
SNUT1,PRPF3,,3,0.995922
RD23B,RD23A,,3,0.998042
TF65,FOXP3,,3,0.995199
DYL1,DCTN1,DCTN1,2,0.999355
NXF1,IMB1,,3,0.99908
M3K3,PP2AA,,3,0.999228
GBB1,RGS6,,3,0.992259
PMF1,SGT1,,3,0.994583
ZO1,PAR6A,,3,0.993203
KPCI,ZO1,,3,0.997995
GBB1,GBG12,,3,0.995291
PML,RAD51,,1,0.99631
TIF1A,NCOA1,NCOA1,2,0.992425
F16A2,HOOK3,HOOK3,2,0.999997
PML,CHK2,,1,0.992807
MK03,PML,PML,2,0.99654
PML,MK01,,1,0.995801
IRAK1,CUL1,,3,0.990986
DDB1,MDM2,MDM2,2,0.991098
RPB2,CCNH,,3,0.993523
STRN,APC,,1,0.992683
SCAP,SRBP1,,3,0.994404
PAX6,SMAD4,SMAD4,2,0.990361
GLI3,KC1A,,3,0.996781
FZR1,DDB1,,0,0.999511
PAK1,GBB1,,3,0.991491
FYN,VAV2,,3,0.994873
INSI1,SRBP1,,3,0.996378
LA,RO60,,3,0.990779
U2AF2,PRP19,,3,0.998074
SPF27,U2AF2,,3,0.997386
PLRG1,U2AF2,,3,0.999275
RPB1,U2AF2,,3,0.998079
VP26A,EHD1,,3,0.997996
CSTF2,RPB1,,0,0.996066
BRCA1,HIF1A,,1,0.992025
RPTOR,MK01,,3,0.994895
ARPC2,WASP,,3,0.991733
BUB1B,AURKB,,1,0.994161
DX39B,THOC2,,3,0.99968
THOC5,DX39B,,3,0.999222
THOC3,DX39B,,3,0.99559
THOC6,DX39B,,3,0.999819
THOC7,DX39B,,3,0.999535
THOC4,THOC3,,3,0.998269
THOC6,THOC4,,3,0.999481
THOC7,THOC4,,3,0.992744
THOC4,ACINU,,3,0.998865
THOC4,SRRM1,,3,0.999532
THOC4,U5S1,,3,0.999732
U2AF2,THOC4,,3,0.998188
SRSF1,THOC4,,3,0.999374
THOC2,THOC3,,3,0.999921
THOC2,THOC7,,3,0.999944
THOC5,THOC3,,3,0.996247
THOC6,THOC5,,3,0.999881
NXF1,RBP2,,3,0.998978
NU205,NXF1,,3,0.996997
NU188,NXF1,,3,0.99359
NUP93,NXF1,,3,0.997027
NUP88,NXF1,,3,0.994118
NXF1,RAGP1,,3,0.995671
XPO1,NXF1,,1,0.997988
KLC3,DC1I1,,3,0.995641
TBB3,DC1I1,,3,0.991889
TRAF6,PSN2,,3,0.994741
NDEL1,TBG1,,0,0.997425
RAB5A,RB11A,,3,0.995216
RAB5A,TRFE,,3,0.991282
TYRP1,RAB5A,,3,0.994266
ESR1,TRAF6,,1,0.993578
RAE1L,IMB1,,3,0.999331
BAP31,RNF5,,3,0.992237
BAP31,S61A1,,3,0.990828
SC61B,S61A1,,3,0.994256
ERBB4,MDM2,,1,0.99135
ERBB4,P53,,1,0.992089
PCGF6,BMI1,,3,0.99976
DX39B,NCBP1,,3,0.996393
DX39B,NCBP2,,3,0.990435
DCP2,RO52,,3,0.990259
E2F1,DDB1,,1,0.996382
UB2E1,CUL3,CUL3,2,0.99781
CUL3,UB2E2,,1,0.996048
CUL1,UB2E3,,3,0.991551
NH2L1,PPIH,,3,0.997839
PRPF3,NH2L1,,3,0.999247
PRP4,NH2L1,,3,0.999629
PRP31,NH2L1,,3,0.999453
PRP31,PPIH,,3,0.999873
PRPF3,PRP31,,3,0.999852
U520,SNUT1,,3,0.993038
SNUT1,PRP6,,3,0.993658
PRPF3,PRP6,,3,0.997193
MD1L1,CDC27,,3,0.997721
SRC,MAVS,,1,0.994414
SRC,TBK1,,1,0.992945
SOSSC,SOSB1,,3,0.999203
SOSB2,SOSSC,,3,0.99959
SOSSC,INT3,,3,0.996297
SPF27,CWC15,,3,0.997536
PLRG1,CWC15,,3,0.996532
UVRAG,VPS39,,3,0.997339
RILP,RAB7B,,3,0.997315
COPB,TMEDA,,3,0.99668
MARE3,AURKA,AURKA,2,0.99455
P53,CASP8,CASP8,2,0.995908
RPB1,TF2H1,,3,0.998574
CAZA1,WAC2C,,3,0.995031
WAC2C,CAPZB,,3,0.992811
GSK3B,BIRC2,,3,0.992688
UBP2L,YETS2,,3,0.999999
CSR2B,YETS2,,3,0.997162
YETS2,KAT2A,,3,0.998965
TADA3,YETS2,,3,0.994011
YETS2,DPOE4,,3,0.993922
TAD2B,SUPT3,,3,0.999369
KAT2B,NC2B,,0,0.994361
NC2B,KAT2A,,3,0.999497
TADA3,NC2B,,3,0.998326
NC2B,MBIP1,,3,0.992587
KAT2A,MBIP1,,3,0.994959
WDR5,KAT2B,,0,0.998287
KAT2A,WDR5,,3,0.994498
M3K7,KAT2A,,3,0.997665
ADRB2,GBB1,,3,0.992964
GNAI2,ADRB2,,3,0.994396
MP2K4,M3K3,,3,0.997268
GNAO,RGS9,,3,0.993346
KC1A,TAU,,3,0.994418
KAPCA,TAU,,3,0.996817
AP1B1,EPS15,EPS15,2,0.996206
GRM1,HD,,3,0.993391
VPS35,HGS,,3,0.998251
STX12,HGS,,3,0.998663
BAP31,LMAN1,,3,0.999542
LMAN1,HLAA,,3,0.992164
REN3A,RNPS1,,3,0.996781
RNPS1,REN3B,,3,0.998923
RENT2,RNPS1,,3,0.998666
RNPS1,RENT1,,3,0.999308
MPP5,RHG17,,3,0.992409
PAR6A,RHG17,,3,0.992441
RHG17,KPCI,,3,0.998214
NU214,NUP42,,3,0.991596
SQSTM,MK14,,3,0.995593
LRRK2,KPCZ,,3,0.990887
CTBP1,NCOR2,NCOR2,2,0.999414
OS9,ERLEC,,3,0.997281
LRRK2,GNAI2,,3,0.993503
LRRK2,MPC2,,3,0.994796
LRRK2,CASP8,CASP8,2,0.993927
SGO1,BUB1B,BUB1B,0,0.997896
EDEM1,SC61B,,1,0.996411
EDEM1,DERL1,,1,0.997346
DERL2,EDEM1,EDEM1,2,0.996722
BRCA1,MK03,,1,0.99623
MK01,BRCA1,BRCA1,2,0.997289
RABE1,RUFY1,,3,0.997558
NSE1,NSE2,,3,0.997093
NSE1,NSE4A,,3,0.999993
NSE4A,SMC6,,3,0.999999
NSE1,EID3,,3,0.995045
EID3,SMC6,,3,0.997615
SMC5,NSE1,,0,0.992122
NSE2,SMC5,,3,0.999176
RPN1,BIP,,1,0.997156
AKT1,CLH1,,1,0.993272
AKT1,AT1A1,,1,0.993942
AKT1,TBB5,,1,0.995713
AKT1,ENOA,,1,0.990267
ATX3,SPRTN,,3,0.991957
TBG1,AURKA,AURKA,2,0.996274
RD23A,TERA,,3,0.996576
RBNS5,RB22A,,3,0.996059
RFA1,MCM3,,3,0.995089
SMC2,RFA1,,3,0.995162
MDM2,NEDD4,,1,0.992255
P53,DAPK3,,3,0.998125
HTRA2,PINK1,,3,0.997193
MK03,HTRA2,,3,0.993196
TOM20,TOM40,,3,0.992016
TOM40,PINK1,,3,0.998604
AP2M1,ABL1,ABL1,2,0.994315
IQGA1,SHIP2,,3,0.993777
K2C6B,SHIP2,,3,0.992548
K1C16,SHIP2,,3,0.996698
SHIP2,K2C79,,3,0.996266
SHIP1,SHIP2,,3,0.99808
CBL,HSP7C,,1,0.990451
K2C6B,CBL,CBL,2,0.99084
HS71L,CBL,CBL,2,0.998611
CBL,HSP76,,1,0.997167
GRB2,HSP7C,,3,0.996237
KRT35,GRB2,,3,0.997643
KT33B,GRB2,,3,0.998535
GRB2,HS90A,,3,0.991866
TBB5,GRB2,,3,0.993298
KRT34,GRB2,,3,0.997243
GRB2,HS90B,,3,0.993681
GRB2,K1C16,,3,0.997044
GRB2,ACTB,,3,0.991947
GRB2,K1C15,,3,0.997231
GRB2,HS71L,,3,0.994957
GRB2,CLH1,,3,0.997622
GRB2,TCPH,,3,0.991745
K1C16,P85B,,3,0.996561
P85B,HS71L,,3,0.997823
P85B,HSP76,,3,0.99343
TBB5,P85B,,3,0.990195
P55G,P85B,,3,0.999188
RS10,P85B,,3,0.997588
RS5,P85B,,3,0.997123
P85B,RS7,,3,0.996608
SPTB2,SHC1,,3,0.993702
SHC1,HSP7C,,3,0.993791
FAS,SHC1,,1,0.995678
ACTB,SHC1,,3,0.991405
HS71L,SHC1,,3,0.99832
K1C16,SHC1,,3,0.997888
SHC1,HS90B,,3,0.994142
SHC1,HSP76,,3,0.996676
SHC1,HS90A,,3,0.99061
SHC1,AP2M1,,3,0.998053
MYO1C,SHC1,,3,0.997466
SHC1,K1C13,,3,0.998131
CRK,HS71L,,3,0.992773
UBC,CRK,,3,0.996454
EPS15,AP2B1,,1,0.998961
AP2M1,EPS15,EPS15,2,0.999803
HSP7C,EPS15,EPS15,2,0.998609
EPS15,KRT35,,1,0.992361
EPS15,KT33B,,1,0.99228
KRT83,EPS15,EPS15,2,0.991874
KRT34,EPS15,EPS15,2,0.991554
KRT38,EPS15,EPS15,2,0.9923
HS71L,EPS15,EPS15,2,0.998787
EPS15,KRT37,,1,0.991937
EPS15,AP2S1,,1,0.998603
KRA93,EPS15,EPS15,2,0.991953
CRKL,EPS15,EPS15,2,0.999449
AP2A2,AP2M1,,3,0.999767
AP2M1,TBB5,,3,0.995685
AP2M1,TBA1C,,3,0.990777
AP2M1,TBA1A,,3,0.995999
TBB2A,AP2M1,,3,0.991012
AP2M1,CLH1,,3,0.9999
TBB3,AP2M1,,3,0.990934
EF1A1,AP2M1,,3,0.996197
AP2M1,CRK,,3,0.992082
AP2M1,K2C79,,3,0.991473
NECP2,AP2M1,,3,0.997544
HS71L,AP2M1,,3,0.997816
HSP76,AP2M1,,3,0.998467
AP2M1,AP2S1,,3,0.999768
REPS1,AP2M1,,3,0.994571
P53,SMAD7,,3,0.997029
RAE1L,DX39B,,3,0.994053
T2FA,ERCC2,ERCC2,2,0.996441
TF2H1,T2FA,,3,0.996718
GCP6,CK5P2,,3,0.991049
GCP3,CK5P2,,3,0.997678
NDK7,CK5P2,,3,0.998125
GCP3,GCP5,,3,0.999658
AP2A1,MYO6,,3,0.999636
MYO6,CLH1,,3,0.999561
PAK1,MYO6,,3,0.999304
SMAD7,CADH1,,3,0.999149
PARK7,NDUA4,,0,0.992157
NDUS3,PARK7,,3,0.991698
CDK2,TTK,,3,0.999619
SFR1,SWI5,,3,0.999346
SPY1,PLCG1,PLCG1,2,0.993485
ANDR,SIN3A,,3,0.990717
PSA3,PSB9,,3,0.99976
CLH1,SRC,SRC,2,0.996773
CLH1,FYN,,3,0.991595
TPM2,AKT1,AKT1,2,0.990348
ACTB,AKT1,AKT1,2,0.997447
DJC10,TERA,,3,0.992248
PSB6,PSB9,,3,0.993917
PSB6,PSB10,,3,0.993208
PSME1,PSB6,,3,0.992601
PSME2,PSB6,,3,0.995679
PSME1,PSB9,,3,0.995375
PSME2,PSB9,,3,0.997249
PSME2,PSA4,,3,0.997998
PSA4,PSME1,,3,0.996824
PSME1,PSMD6,,3,0.997178
PSME1,PSB7,,3,0.995584
PSB8,PSME1,,3,0.995307
PSB10,PSME1,,3,0.997694
PSMD6,PSME2,,3,0.998689
PSB7,PSME2,,3,0.997228
PSME2,PSB8,,3,0.998273
PSME2,PSB10,,3,0.996884
CTNB1,BRCA1,BRCA1,2,0.99923
NFKB2,FBW1B,,1,0.996678
PP2AA,CAV1,CAV1,2,0.99195
SP130,SUPT3,,3,0.999159
KAT2A,TFE2,,3,0.998427
TFE2,TRRAP,TRRAP,2,0.99885
TFE2,SUPT3,,3,0.993282
PBX1,MDM2,,1,0.993959
CC14A,MPIP2,,3,0.996885
H2B2E,CBP,,3,0.998857
KAT2A,H2B2E,,3,0.994246
BUB1,CENPE,,3,0.997002
RS4X,RS7,,3,0.999745
RS4X,RS8,,3,0.999094
RS4X,RS15,,3,0.999309
RS4X,RS16,,3,0.999764
RS4X,RS17,,3,0.999838
RS4X,RS19,,3,0.999798
RS20,RS4X,,3,0.99983
RS4X,RS5,,3,0.999888
RS6,RS4X,,3,0.999454
RS9,RS4X,,3,0.999806
RS4X,RS11,,3,0.999896
RS12,RS4X,,3,0.999795
RS4X,RS13,,3,0.999417
RS18,RS4X,,3,0.999893
RS4X,RS2,,3,0.999114
RS4X,RS3,,3,0.999132
RS4X,RS10,,3,0.999806
RS4X,RS14,,3,0.998577
NR1I3,PRS8,,3,0.991354
SMAD1,P53,,3,0.99658
CANB1,TRAF3,,3,0.99366
UBE2C,FZR1,,3,0.995738
FZR1,UB2D1,,0,0.994729
UB2D3,FZR1,,3,0.994182
PRKN,UBE2N,,3,0.990731
RBX1,CSN5,,3,0.993363
TIF1B,UB2E2,,3,0.990205
APC11,UB2D1,,3,0.990492
UB2D3,RNF41,,3,0.991628
UB2D3,RABX5,,3,0.990655
SYUA,RAB5A,,3,0.990114
SNW1,TOP 1.00,,0,0.991335
GEMI4,TOP 1.00,,3,0.990392
PELI1,UBE2N,,3,0.990583
UB2V1,PELI1,,3,0.991943
UBE2S,APC11,,3,0.999998
UB2L3,WWP1,,3,0.995665
WWP2,UB2E1,,3,0.995794
CBL,UB2D3,,1,0.992819
MDM2,UB2E2,,1,0.999953
MDM2,UB2E3,,1,0.993305
UB2D3,MSL2,,3,0.993065
LMAN1,PDIA1,,3,0.994445
AURKA,PP1B,,1,0.992755
KAPCA,AKP13,,3,0.990816
TFDP1,CDK2,,3,0.993054
TFDP1,CDK1,,3,0.991372
KPCA,SIN1,,3,0.995663
PLK1,STAG2,STAG2,2,0.998411
PRKN,VDAC1,,3,0.992537
PRKN,VDAC3,,3,0.993467
TAU,CSK 21.00,,3,0.994893
ELYS,NU160,,3,0.994141
BRCA1,SKP1,,1,0.997754
FBX44,BRCA1,BRCA1,2,0.999914
BRCA1,SKP2,,1,0.997577
BARD1,FBX44,,1,0.999103
SKP2,BARD1,,1,0.998728
SKP2,FBW1A,,1,0.999677
MK10,CDN1B,,3,0.992262
PIAS1,NR1H3,,3,0.991014
BAG1,PARK7,,3,0.991932
RBL1,E2F2,,3,0.993353
H11,EP300,EP300,2,0.997798
MIRO2,PRKN,,3,0.991728
TBB1,TBA1B,,3,0.998482
NPM,PTBP1,,3,0.990004
DPOLA,PRI1,,3,0.992626
PRI2,DPOLA,,3,0.992766
VATB1,VA0D1,,3,0.999566
VATB1,VATA,,3,0.9995
VATB1,VATC1,,3,0.998245
VATE1,VATB1,,3,0.995638
VATG1,VATB1,,3,0.991902
LAMP1,VATB1,,3,0.998853
LAMP2,VATB1,,3,0.998288
DCLK1,A4,,3,0.991162
A4,ENKD1,,3,0.998976
TTK,A4,,3,0.999376
BEND5,A4,,0,0.995274
A4,CD5R1,,3,0.997901
A4,EXOC3,,3,0.999312
ODF2L,A4,,0,0.996176
A4,PKHF2,,3,0.999332
A4,SMUF1,,3,0.991049
A4,FAK1,,3,0.990613
PIBF1,A4,,3,0.998947
A4,SERC,,3,0.993799
A4,UBXN7,,3,0.994153
AKT2,A4,,1,0.991631
CIAO1,A4,,3,0.999912
A4,CCD14,,3,0.998608
A4,LOX5,,3,0.995438
A4,KPCG,,3,0.997486
A4,KR107,,3,0.998187
CTNB1,A4,,3,0.998008
TRRAP,TAF9B,,1,0.999629
TAF9B,TAF1,,3,0.999477
TAF9B,TAF5,,3,0.999385
KAT2A,TAF9B,,3,0.999926
TAF6,TAF9B,,3,0.999628
TAF7,TAF9B,,3,0.999118
TAF9B,TBP,,3,0.998248
TAF9,TAF9B,,3,0.999798
APC5,ANC2,,3,0.996908
APC7,APC5,,3,0.996336
APC10,APC1,,3,0.997445
ANC2,CDC23,,3,0.995819
PSD11,PRS8,,3,0.999143
PSMD1,PRS10,,3,0.997327
PSMD2,PRS10,,3,0.99976
PSMD3,PRS8,,3,0.999548
RFC3,RFC2,,3,0.999892
APC5,CDC23,,3,0.99528
PSB3,PSA1,,3,0.997039
PSB4,PSA1,,3,0.997358
PSB6,PSA1,,3,0.996317
PSB7,PSA1,,3,0.995935
PSB2,PSB7,,3,0.997164
PSD11,PRS10,,3,0.995197
PRS4,PSD11,,3,0.99494
PSD11,PRS6A,,3,0.999081
PSD11,PRS7,,3,0.99202
PRS4,PSD12,,3,0.997
PSD12,PRS6A,,3,0.999743
PSD12,PRS7,,3,0.995469
PSD12,PRS8,,3,0.999717
PSD11,PSD12,,3,0.99917
PSD10,PSD13,,3,0.998079
PSMD1,PSD11,,3,0.999163
PSD12,PSMD1,,3,0.999792
PSD11,PSMD2,,3,0.999928
PSD12,PSMD2,,3,0.99998
PSMD2,PSMD1,,3,0.999984
PSMD3,PRS6A,,3,0.999517
PRS7,PSMD3,,3,0.992921
PSMD3,PSD11,,3,0.998673
PSMD3,PSMD1,,3,0.999237
PSMD8,PSD11,,3,0.996784
PSD12,PSMD8,,3,0.999073
PSMD8,PSMD7,,3,0.99905
PSMD1,PSMD8,,3,0.999041
RPB3,RPB9,,3,0.991675
PSMD3,PRS10,,3,0.995355
PSMD3,PRS4,,3,0.995391
SF3B3,SF3A1,,3,0.999935
PSMD8,PSMD2,,3,0.999899
MED8,MED16,,3,0.990439
RPB9,RPB2,,3,0.998471
PSMD8,PSDE,,3,0.999701
RUXE,RSMB,,3,0.999761
RFC3,RFC5,,3,0.999647
MED24,MED13,,3,0.998184
MED24,MED8,,3,0.992095
MED14,MED13,,3,0.997935
MED17,MED24,,3,0.998261
MED14,MED8,,3,0.990798
MED13,MED16,,3,0.997964
EXOS9,EXOSX,,3,0.996141
PSA3,PSB1,,3,0.999825
PSA5,PSB1,,3,0.999496
PSB2,PSA3,,3,0.999793
PSB2,PSA4,,3,0.998392
PSB2,PSA5,,3,0.997153
PSA3,PSB3,,3,0.999796
PSA4,PSB3,,3,0.998303
PSA5,PSB3,,3,0.997073
PSB4,PSA5,,3,0.997402
PSB4,PSB2,,3,0.99714
PSA5,PSB5,,3,0.997208
PSA7,PSB5,,3,0.997176
PSA3,PSB6,,3,0.999666
PSA5,PSB6,,3,0.9955
PSB1,PSB6,,3,0.997594
PSB2,PSB6,,3,0.995717
PSB6,PSB4,,3,0.995782
PSA3,PSB7,,3,0.999732
PSB7,PSA5,,3,0.997164
PSD12,PRS6B,,3,0.995815
PRS6A,PSDE,,3,0.999523
PSMD3,PRS6B,,3,0.992878
RL12,RL13,,3,0.999904
RL21,RL10A,,3,0.997414
RL21,RL4,,3,0.997145
RL4,RL30,,3,0.99928
RL10A,RL6,,3,0.997433
RL21,RL6,,3,0.998296
RL30,RL6,,3,0.999655
RL6,RL4,,3,0.990957
RL10A,RL7A,,3,0.99374
RL7A,RL21,,3,0.998708
RL7A,RL6,,3,0.998762
RL7,RL21,,3,0.998569
RL5,RL7,,3,0.999625
RL7,RL6,,3,0.995496
RL7,RL7A,,3,0.998737
RS11,RL4,,3,0.995783
RL30,RS13,,3,0.998376
RL4,RS13,,3,0.997465
RS13,RL6,,3,0.995397
RS11,RS13,,3,0.996781
RS16,RL12,,3,0.999394
RS16,RL13,,3,0.9999
RL12,RS25,,3,0.999066
RS25,RS16,,3,0.999276
RS3A,RL21,,3,0.999136
RL5,RS3A,,3,0.999401
RL6,RS3A,,3,0.999163
RS3A,RL7A,,3,0.999538
RS3A,RL7,,3,0.999477
RS3,RL10A,,3,0.999195
RS3,RL21,,3,0.999265
RS3,RL6,,3,0.998969
RL7A,RS3,,3,0.999199
RS3,RS3A,,3,0.997151
RL5,RS4X,,3,0.999687
RS4X,RL7,,3,0.999072
RS6,RL23,,3,0.999787
RL5,RS6,,3,0.998161
RL7,RS6,,3,0.997248
RS3A,RS6,,3,0.999637
RL10A,RS9,,3,0.99439
RSSA,RL5,,3,0.990001
RL7,RSSA,,3,0.99082
RS3A,RSSA,,3,0.999027
RSSA,RS6,,3,0.993645
TCPQ,TCPE,,3,0.995748
TCPB,TCPZ,,3,0.999648
TCPZ,TCPD,,3,0.994107
TCPZ,TCPE,,3,0.995664
TCPH,TCPZ,,3,0.999538
RS3,RL4,,3,0.998845
PFD6,PFD2,,3,0.999999
PSMD2,PSDE,,3,0.99967
RL7,RL4,,3,0.992003
RS3A,RL4,,3,0.999696
RS4X,RS3A,,3,0.997454
RL7,RS3,,3,0.99951
RL10A,RL4,,3,0.996332
TCPD,TCPH,,3,0.996732
RS11,RL6,,3,0.99749
PRS8,PSDE,,3,0.999426
RL13,RS25,,3,0.999792
RL10A,RL7,,3,0.997879
PSB7,PSMD1,,3,0.997649
TCPE,TCPD,,3,0.998455
RL7A,RL4,,3,0.992428
MAT1,TF2H3,,3,0.991703
ANC2,APC10,,3,0.998107
RS4X,RSSA,,3,0.997362
RL8,RL30,,3,0.999521
RS9,RL7A,,3,0.996584
SF3A1,RU2A,,3,0.999215
THOC1,THOC3,,3,0.99709
CPSF2,CPSF1,,0,0.998895
SF3A1,SF3B1,SF3B1,2,0.999894
SMD1,SF3B3,,3,0.999668
TCPE,TCPH,,3,0.999374
RL5,RLA0,,3,0.999441
RLA0,RL6,,3,0.998002
RLA0,RS6,,3,0.997701
PSD10,PSMD8,,3,0.996113
RUXE,SMD1,,3,0.999601
EIF3B,EIF3D,,3,0.998296
BAZ1B,TOP2B,,3,0.998836
RS4X,RLA0,,3,0.999723
RLA0,RS3,,3,0.999205
SF3A1,SMD2,,3,0.999712
RL21,RLA0,,3,0.998638
RL4,RLA0,,3,0.998525
RLA0,RL7A,,3,0.998967
RL6,RL8,,3,0.997379
RL7,RLA0,,3,0.998159
RL10A,RLA0,,3,0.998834
HNRPR,HNRPC,,3,0.999683
BAZ1B,SMRC1,,3,0.999073
SMCA4,BAZ1B,,3,0.999071
RS3,RS9,,3,0.999479
DPOLA,PCNA,PCNA,2,0.997166
SF3B4,SF3A1,,3,0.99916
RL4,RS9,,3,0.997359
PSMD5,PSMD7,,3,0.999726
SMD1,SF3A1,,3,0.999174
RS9,RL6,,3,0.995978
RSMB,SMD2,,3,0.999925
TF2H4,MAT1,,3,0.993005
RL21,RS9,,3,0.995923
RLA0,RS3A,,3,0.999158
HNRPK,HNRPU,,3,0.999846
PSD13,PSMD5,,3,0.999723
RS13,RL8,,3,0.992818
RSSA,RLA0,,3,0.99387
RS3A,RS9,,3,0.999414
PFD4,PFD5,,3,0.993663
PFD3,PFD6,,3,0.999999
PRS10,PSA1,,3,0.998182
PSA1,PRS4,,3,0.998309
PRS7,PSA3,,3,0.998226
PRS8,PSA3,,3,0.99464
PSA5,PRS6A,,3,0.998989
PSA5,PRS8,,3,0.998979
PSA6,PRS6A,,3,0.99828
PSA7,PRS10,,3,0.992259
PRS6A,PSA7,,3,0.999253
PRS6B,PSA7,,3,0.990298
PRS8,PSA7,,3,0.999251
PRS6B,PSB1,,3,0.994158
PSB7,PRS6A,,3,0.998845
PSA5,PSD11,,3,0.996372
PSD11,PSA7,,3,0.996527
PSD11,PSB1,,3,0.999634
PSD12,PSB1,,3,0.9995
PSB5,PSD12,,3,0.997724
PSB1,PSD13,,3,0.998088
PSB5,PSD13,,3,0.997817
PSB5,PSMD7,,3,0.99775
PSMD1,PSA5,,3,0.99771
PSB1,PSMD1,,3,0.999769
PSMD1,PSB5,,3,0.997807
PSA3,PSMD2,,3,0.999854
PSA6,PSMD2,,3,0.9993
PSMD2,PSA7,,3,0.999773
PSMD2,PSB1,,3,0.999708
PSMD3,PSA7,,3,0.996603
PSB1,PSMD3,,3,0.999649
PSB5,PSMD3,,3,0.996723
PSMD6,PSA5,,3,0.99657
PSA7,PSMD8,,3,0.994692
PSB1,PSMD8,,3,0.998011
RL12,RL10A,,3,0.998734
RL12,RL11,,3,0.998163
RL10A,RL13,,3,0.999803
RL11,RL13,,3,0.999721
RL10A,RL14,,3,0.99624
RL11,RL14,,3,0.993582
RL14,RL12,,3,0.998426
RL14,RL13,,3,0.998568
RL10A,RL15,,3,0.997461
RL11,RL15,,3,0.996349
RL15,RL12,,3,0.999245
RL15,RL13,,3,0.999791
RL14,RL15,,3,0.997026
RL17,RL10A,,3,0.997194
RL18A,RL10A,,3,0.998591
RL18A,RL11,,3,0.997622
RL12,RL18A,,3,0.999733
RL18A,RL14,,3,0.998648
RL18,RL10A,,3,0.996023
RL11,RL18,,3,0.994902
RL12,RL18,,3,0.998553
RL18,RL13,,3,0.998829
RL15,RL18,,3,0.991267
RL18,RL18A,,3,0.99873
RL19,RL10A,,3,0.997085
RL19,RL11,,3,0.996363
RL12,RL19,,3,0.999226
RL13,RL19,,3,0.999863
RL19,RL14,,3,0.997109
RL19,RL15,,3,0.998443
RL18A,RL19,,3,0.999179
RL18,RL19,,3,0.997152
RL11,RL21,,3,0.996217
RL12,RL21,,3,0.9993
RL13,RL21,,3,0.999876
RL14,RL21,,3,0.997169
RL21,RL15,,3,0.998433
RL17,RL21,,3,0.998334
RL18A,RL21,,3,0.999217
RL18,RL21,,3,0.997101
RL19,RL21,,3,0.998365
RL15,RL22,,3,0.996949
RL18,RL22,,3,0.995259
RL22,RL19,,3,0.997085
RL23A,RL11,,3,0.995673
RL23A,RL14,,3,0.994744
RL23A,RL15,,3,0.996691
RL23A,RL18A,,3,0.997935
RL21,RL23A,,3,0.99692
RL10A,RL23,,3,0.99971
RL23,RL12,,3,0.999895
RL23,RL13,,3,0.99984
RL15,RL23,,3,0.999803
RL23,RL18A,,3,0.999892
RL18,RL23,,3,0.999675
RL19,RL23,,3,0.999786
RL23A,RL23,,3,0.999676
RL24,RL10A,,3,0.99866
RL11,RL24,,3,0.997972
RL24,RL12,,3,0.999811
RL13,RL24,,3,0.999933
RL24,RL14,,3,0.998454
RL15,RL24,,3,0.999395
RL24,RL18A,,3,0.999786
RL24,RL18,,3,0.99878
RL24,RL19,,3,0.999349
RL24,RL21,,3,0.999453
RL22,RL24,,3,0.99864
RL23A,RL24,,3,0.998505
RL24,RL23,,3,0.999922
RL11,RL27A,,3,0.995896
RL27A,RL13,,3,0.999819
RL15,RL27A,,3,0.998139
RL27A,RL18,,3,0.996987
RL19,RL27A,,3,0.998035
RL27A,RL23A,,3,0.996114
RL12,RL27,,3,0.99925
RL14,RL27,,3,0.997095
RL27,RL23,,3,0.999758
RL10A,RL30,,3,0.999465
RL30,RL12,,3,0.999837
RL15,RL30,,3,0.999465
RL30,RL18A,,3,0.999859
RL19,RL30,,3,0.9993
RL10A,RL31,,3,0.997007
RL31,RL11,,3,0.99626
RL31,RL12,,3,0.999295
RL31,RL15,,3,0.998135
RL31,RL18A,,3,0.999226
RL18,RL31,,3,0.996865
RL19,RL31,,3,0.998228
RL21,RL31,,3,0.998189
RL31,RL23A,,3,0.996739
RL23,RL31,,3,0.999797
RL24,RL31,,3,0.999425
RL27,RL31,,3,0.998282
RL37A,RL10A,,3,0.996628
RL11,RL37A,,3,0.994911
RL37A,RL12,,3,0.998936
RL37A,RL13,,3,0.998952
RL14,RL37A,,3,0.997015
RL15,RL37A,,3,0.997798
RL18,RL37A,,3,0.996635
RL19,RL37A,,3,0.997589
RL37A,RL21,,3,0.997647
RL22,RL37A,,3,0.995915
RL37A,RL23,,3,0.999679
RL37A,RL24,,3,0.999179
RL37A,RL27A,,3,0.997454
