Gene1,Gene2,connected_driver_gene,gene_type,confidence
RS8,"CCD75,GPT11",,3,0.82
ZN446,ZN396,,3,0.87
PON2,ABCA2,,3,0.83
CIDEA,PKP1,,3,0.83
PTPRK,GT253,,1,0.83
SUSD4,GT253,,3,0.83
SUSD4,DHYS,,3,0.83
GATD1,KDM5A,KDM5A,0,0.83
GCP2,GCP5,,3,0.83
UBP7,XPC,XPC,2,0.8
CDC20,TCPG,,3,0.83
CTBP1,CT112,,3,0.87
FBRL,ZN496,,3,0.83
T4S20,HSDL1,,3,0.83
FXR2,CAPR1,,3,0.87
RET,AIP,,1,0.86
SCAR3,HEAT3,,3,0.83
H2B1A,BAHD1,,3,0.83
VTI1B,STX10,,3,0.83
ADRM1,PSD10,,3,0.83
ADRM1,PSD12,,3,0.88
TNFA,GLPK,,3,0.83
FXR1,UBAP2,,3,0.82
AR6P6,PEBB,,3,0.82
NUDT6,IF2M,,3,0.83
PI2R,TA2R,,3,0.84
CLC11,LAMC1,,3,0.83
B4GT3,XYLT2,,3,0.83
AURKA,IP3KC,,1,0.83
FOXS1,MIPEP,,3,0.83
FAF2,"CC90A,MCUR1",,3,0.83
RFA2,CETN2,,3,0.83
PVRL4,PIGU,,3,0.83
TNFA,B4GT1,,3,0.83
MAGA4,FXR1,,3,0.83
IDS,CBWD3,,3,0.83
CL12A,PBIP1,,3,0.83
AURKA,DICER,,1,0.85
VAPB,OSBP1,,3,0.89
PER2,P53,,3,0.84
LGMN,TRAF6,,3,0.85
BRCA1,H2A1B,,1,0.84
BRCA1,H2A1B,,1,0.84
GCP3,GCP4,,3,0.82
NOL12,RBM19,,0,0.83
PRKN2,ROA1,,3,0.83
PRKN2,ROA2,,3,0.83
PRKN2,HNRH1,,3,0.83
PRKN2,HNRPF,,3,0.82
FBX7,MAGD1,,3,0.82
SPZ1,HERC2,,3,0.83
DTBP1,MYO5C,,3,0.83
DAPK1,COR1C,,3,0.84
MAGA1,WDR26,,3,0.83
RFA2,PARP1,PARP1,2,0.83
HTF4,TWST2,,3,0.83
BMI1,RRP12,,3,0.82
OSGEP,"AGPD1,HYKK",,3,0.83
NOL12,"K0020,PUM3",,0,0.83
CP057,ISY1,,3,0.83
PAR2,SLMAP,,3,0.83
TM55B,GLMN,,3,0.82
LHX4,ABI1,ABI1,2,0.83
TBX20,TLE3,,3,0.83
BMI1,F120A,,3,0.82
RCD1,PERQ1,,3,0.84
BMI1,NOL6,,3,0.82
BMI1,TADBP,,3,0.82
MK67I,SREK1,,3,0.83
TNFA,SFXN5,,3,0.83
FX4L6,DICER,,3,0.83
INSR,HACD3,,3,0.82
SETX,BRCA1,BRCA1,2,0.88
CALM,CETN1,,3,0.82
CALM,CETN1,,3,0.82
CALM,CETN1,,3,0.82
GRSF1,RM21,,3,0.83
GRSF1,MDHM,,3,0.83
ALDH2,A1AT,,1,0.83
WASH1,BECN1,,3,0.87
TNR3,CCD77,,3,0.83
PRKN2,CH60,,3,0.84
HAX1,SYN1,,3,0.83
BMI1,SYNE1,,3,0.82
BMI1,PUM2,,3,0.82
HAX1,SYN2,,3,0.83
HAX1,SYT1,,3,0.83
KCC1D,QPCTL,,3,0.83
SUSD4,TOR3A,,3,0.83
TNR6,RUFY1,,3,0.83
HXB5,NUP53,,3,0.82
TGFB1,NMT1,,1,0.83
THIK,CF226,,3,0.83
ZN562,ZN561,,3,0.83
SIAH1,SIAH2,,3,0.87
HAX1,STXB1,,3,0.83
HAX1,STX1A,,3,0.83
MYC,UBP22,,1,0.86
H2B1A,RUVB1,,3,0.87
EZH2,TIF1B,,1,0.86
STAU1,ILF2,,3,0.83
TNR3,TCHP,,3,0.83
CLK2,TR150,,3,0.85
COMD4,EXOS2,,3,0.82
CL18A,GRP78,,3,0.83
PSA1,ADRM1,,3,0.82
CDK3,H90B4,,3,0.83
PRPS1,NMT2,,3,0.83
CB068,DDHD2,,3,0.83
THBG,DYRL1,,3,0.83
KI3S1,PEPL,,3,0.83
CCND3,KLK5,,1,0.83
DD19B,IGHG1,,3,0.82
DD19B,IGHG2,,3,0.82
GPHA2,PCSK5,,3,0.83
FBXL5,MIP18,,3,0.83
DD19B,IGKC,,3,0.82
VTI1B,AP3B1,,3,0.83
CB068,EST1A,,3,0.83
HM20B,GSE1,,3,0.83
SRPRB,MD2L2,,3,0.82
ACHA9,GRM1A,,3,0.83
RFA1,XRCC6,XRCC6,2,0.83
1433E,CD11B,,3,0.84
CYTIP,HBB,,3,0.83
DDX6,NUFP2,,1,0.87
RING2,CXXC1,,3,0.82
ASGR2,JMJD8,,3,0.83
SPHK1,DCXR,,3,0.83
DSS1,ECM29,,3,0.82
DSS1,ADRM1,,3,0.85
BMI1,FUS,FUS,2,0.82
CDK4,JAK3,,1,0.82
RFA1,MDC 1.00,,3,0.82
PRKN2,EF1A1,,3,0.83
NF2L2,MK08,,3,0.8
FBX34,CUL1,,3,0.83
PK3CA,AKT1,AKT1,2,0.84
GRSF1,RT25,,3,0.83
PPARG,ASH2L,,1,0.82
FSD1,PRRC1,,3,0.82
BMI1,ABC3F,,3,0.82
SUZ12,H31,,1,0.83
SUZ12,H31,,1,0.83
SUZ12,H31,,1,0.83
SUZ12,H31,,1,0.83
SUZ12,H31,,1,0.83
SUZ12,H31,,1,0.83
SUZ12,H31,,1,0.83
SUZ12,H31,,1,0.83
SUZ12,H31,,1,0.83
SUZ12,H31,,1,0.83
RUBIC,PI3R4,,3,0.83
VAPB,OSBP2,,3,0.89
TNK1,1433T,,3,0.84
ADRB2,VAPA,,3,0.86
TBG1,TCPA,,3,0.85
SRPK1,ZO2,,3,0.82
RFA3,WRN,WRN,2,0.83
NCTR3,BAG6,,3,0.9
GRSF1,RT26,,3,0.83
DOC2A,TT21B,,3,0.83
SSBP2,ISL1,,3,0.83
SURF2,HEAT3,,3,0.83
SSBP3,RRP44,,3,0.83
TUFT1,SMC6,,3,0.83
NADC,ADNP,,3,0.83
DEFI6,ANS1A,,3,0.83
SRGP3,CLOCK,,3,0.83
KCD17,ZN687,,3,0.83
SCAR3,LRIG1,,3,0.83
THAP7,CEBPZ,,0,0.83
NR2E1,BC11A,,3,0.84
RU2A,AQR,,3,0.83
BRK1,DTBP1,,3,0.87
FBW1B,APC,APC,2,0.83
CP070,CYTM,,3,0.82
TSP3,TIGD5,,3,0.83
AGO2,YTHD1,,3,0.82
PER2,MDM2,MDM2,2,0.86
FNTB,NSMA,,3,0.83
TA2R,KCMA1,,3,0.88
MARH6,ERG1,,3,0.83
XRN2,NKRF,,3,0.82
RHBT2,HS90A,,3,0.82
KCD12,KCD12,,3,0.81
TBG1,TCPG,,3,0.85
HSP74,PA2G4,,3,0.82
LATS2,APC5,,3,0.85
GNAI3,AN13B,,3,0.83
TF2B,OXSM,,3,0.82
DTL,CDT1,,3,0.81
KPCE,KEAP1,KEAP1,2,0.83
CLUS,ENPL,,3,0.82
P53,DNJC7,,3,0.83
NEDD8,MEMO1,,3,0.82
NICA,ERLN2,,3,0.82
RFA3,RMI1,,3,0.82
SHOC2,HUWE1,,3,0.84
RFA3,TOP3A,,3,0.82
NADC,SATB2,,3,0.83
UBP13,PTEN,PTEN,2,0.87
DCP1A,PNRC1,,3,0.85
NOG1,MRT4,,3,0.94
AURKA,PP6R2,,1,0.85
CNPY3,GT252,,3,0.83
PCNA,ZRAB3,,1,0.85
FBX6,MA2B2,,3,0.83
RING2,MOV10,,3,0.82
STMN1,RNF12,,3,0.8
XRN2,RT10,,3,0.82
EZH2,H2AY,,1,0.83
EED,DDX21,,1,0.82
TRIB2,RFWD2,,0,0.86
UD110,SPB4,,3,0.83
ZBT46,EHMT2,,3,0.83
ACHA9,DJC30,,3,0.83
ZN707,UBP34,,3,0.83
DDX6,PATL1,,1,0.89
ARI2,CUL5,,3,0.89
FBX44,SP17,,3,0.83
P53,TFR1,,3,0.83
NEBU,"KBTB5,KLH40",,3,0.82
DC1L1,BICD2,,3,0.82
BMI1,FBRL,,3,0.82
GRSF1,ECHA,,3,0.82
GRSF1,HCD2,,3,0.83
XRN2,CARF,,3,0.87
BMI1,ERH,,3,0.82
HG2A,COPG1,,3,0.85
FBX6,OFUT1,,3,0.83
CIAO1,CDKAL,,3,0.83
RSRC1,"GCFC1,PAXB1",,3,0.83
CIAO1,DPOD1,,3,0.82
TADBP,RBM45,,3,0.82
STAU1,MOV10,,3,0.82
2ABG,SIK2,,3,0.83
NUAK1,FBW1A,,3,0.85
RPC2,RPC10,,3,0.83
VATC2,VATE2,,3,0.83
CALM,KCC2B,,3,0.86
CALM,KCC2B,,3,0.86
CALM,KCC2B,,3,0.86
AKT1,PDK1,,1,0.88
I13R2,JAK1,JAK1,2,0.82
VATA,VATC2,,3,0.83
KS6A2,KS6A3,,3,0.85
AP2A1,AP2B1,,3,0.87
PK3CD,P55G,,3,0.87
VATC2,VATG1,,3,0.83
IKKE,IRF7,,3,0.82
DUS14,MK09,,3,0.83
VA0D1,VATF,,3,0.82
CHM2A,CHM4B,,3,0.89
KAPCG,KAP1,,3,0.82
AKT1,FAS,,1,0.86
E2F1,E2F3,,1,0.84
PI42A,PI51A,,3,0.82
AKT1,AURKA,,1,0.84
AAPK2,AAKG3,,3,0.85
EFNB2,EPHB3,,3,0.83
GCYA3,GCYB1,,3,0.9
CDK7,CDN1B,,3,0.82
VPP1,VA0D1,,3,0.87
QCR7,QCR6,,3,0.83
NCK2,WASL,,3,0.87
NFAC1,PP2BA,,3,0.9
CCNE1,CDK7,,1,0.83
VATC2,VATE1,,3,0.83
CCND1,CDN2C,,1,0.83
PP2AB,2A5A,,3,0.83
CHK2,PPM1D,PPM1D,2,0.8
PP2AA,PP2AB,,3,0.86
RPC1,RPC10,,3,0.83
CALM,PP2BB,,3,0.82
CALM,PP2BB,,3,0.82
CALM,PP2BB,,3,0.82
CALM,MYLK2,,3,0.83
CALM,MYLK2,,3,0.83
CALM,MYLK2,,3,0.83
VA0D2,VPP3,,3,0.82
RPAB2,RPC1,,3,0.83
KAP1,KAP3,,3,0.83
VA0D1,VPP3,,3,0.82
CLH1,HSP7C,,3,0.84
RPAB5,RPC4,,3,0.83
RPAB1,RPC2,,3,0.88
GNAI2,GNAO,,3,0.83
CTNB1,ZO1,,3,0.82
VATB1,VATC2,,3,0.83
RPAB1,RPC10,,3,0.88
HEXA,HEXB,,3,0.89
CRKL,DOCK1,,3,0.82
CCND2,RBL2,,1,0.83
CDK4,P53,,1,0.84
VPP2,VATF,,3,0.82
VATC2,VATD,,3,0.83
VATB2,VATC2,,3,0.83
APC10,BUB1B,BUB1B,2,0.86
VPP2,VA0D2,,3,0.82
VATC2,VATF,,3,0.83
GYS1,PP1G,,3,0.85
PI42A,PLCD3,,3,0.82
VPP2,VATC1,,3,0.82
CRKL,SOCS1,SOCS1,2,0.82
HXK2,HXK3,,3,0.82
GNAI2,RASK,,3,0.82
LCK,YES,,1,0.84
KC1D,KAP3,,3,0.83
ACHA9,GHDC,,3,0.83
EGFL8,DNJB9,,3,0.83
FCG2A,EEA1,,3,0.82
RMD5A,WBP5,,3,0.83
LIN7C,MPP7,,3,0.87
RHBL1,MAGI3,,3,0.83
TMOD1,TBCD4,,0,0.83
DLDH,SYPM,,3,0.83
ARMC1,SYUB,,0,0.83
SYNE4,EXT1,EXT1,2,0.83
ACHA9,KLC2,,3,0.83
TCL1A,TXLNA,,1,0.83
RM47,RM42,,3,0.83
ZFP41,LTBP4,,0,0.83
PDC10,CD019,,3,0.87
MMP7,TB182,,1,0.83
RM47,RM13,,3,0.87
IGSF8,DJC14,,3,0.83
DDAH2,HCFC1,,3,0.83
LEG9,FBLN1,,3,0.83
DEGS1,IF2P,,3,0.82
ZN264,TRI41,,3,0.87
UBXN1,UBP47,,3,0.83
VAPB,CTU2,,3,0.83
CAH14,EXOC5,,3,0.83
ECHM,ATPF2,,3,0.83
RFPL3,ASND1,,3,0.83
JSPR1,RRAS,,3,0.82
ACHA9,DDRGK,,3,0.82
CI041,SARM1,,3,0.83
MS18B,STX1A,,3,0.83
JADE2,CCD93,,0,0.83
F177A,UFSP2,,3,0.83
ZN707,PTCD3,,3,0.82
PLTP,GALT7,,3,0.82
CEA21,FAT4,FAT4,2,0.83
CREB3,CR025,,3,0.83
ROA1,"MTER1,MTEF3",,3,0.83
HSPB9,FBXW5,,3,0.83
HECA2,PTPRF,,3,0.83
TR10B,RN149,,3,0.83
GBRE,ABCB8,,3,0.82
GLU2B,AURKA,AURKA,2,0.83
H2B1A,ARI5B,,3,0.83
POPD1,UBAC1,,3,0.82
SKAP1,SKAP2,,3,0.83
IFT81,IFT46,,3,0.87
TGON2,INT1,,3,0.83
CP1A1,VIGLN,,3,0.83
PE2R3,PK3CB,,3,0.83
PE2R3,P85B,,3,0.83
"PSD7,PSMD7",TRI11,,3,0.83
NPM,MAK16,,3,0.83
TM11A,TMM 11,,3,0.82
SCAR3,SDCG8,,3,0.83
GPR18,CALL5,,3,0.83
"ATBD4,DPH6",NAGT1,,3,0.83
GLNA,TCHP,,3,0.83
ZACN,C1QRF,,0,0.83
ARC1B,NT5C,,3,0.83
RL14,DDX24,,3,0.83
DSN1,FHL2,,3,0.83
NADC,RAVR2,,3,0.83
CDKL1,SPT5H,,3,0.82
FHL2,ZN131,,3,0.83
TSSC4,U520,,3,0.83
PDE6D,ARL 16.00,,3,0.83
PE2R3,PKP2,,3,0.83
LPAR6,CRCM1,,3,0.83
GMCL1,DSC2,,0,0.83
CDK3,CDN1C,,3,0.83
DPOLB,APLF,,3,0.83
PLK2,POF1B,,3,0.83
LPAR6,CTR3,,3,0.82
CI041,TAB2,,3,0.83
UBP38,H13,,3,0.83
PTC1,CA2D1,,3,0.82
MARE1,AKAP9,AKAP9,2,0.83
S39A4,"TM63B,CSCL2",,3,0.83
RAB32,PGTA,,3,0.83
MAGA1,CCD14,,3,0.83
P2RX6,DNJB5,,0,0.83
AL3A2,LTN1,,3,0.83
NYX,LYPA2,,3,0.83
FOXR2,ING3,,3,0.83
WWP2,FBX11,,3,0.83
MAGA1,EAF6,,3,0.83
CDCA5,ZY11B,,3,0.82
LRC42,PXDC2,,3,0.83
KI2S2,IGJ,,3,0.83
RALYL,PININ,,3,0.82
SRPRB,UBE3A,,3,0.83
FAF2,ATG9A,,3,0.83
AKP13,UBB,,3,0.83
NJMU,F91A1,,3,0.83
SNR40,"GCFC1,PAXB1",,3,0.83
FAF2,MFN1,,3,0.83
CHD5,P66A,,3,0.83
CQ059,SAS6,,3,0.83
WDR83,GPTC1,,3,0.83
FKBP6,AGAP3,,3,0.83
LIN7C,ABLM2,,3,0.83
K2C6B,KRT38,,3,0.86
LEG8,"TM63A,CSCL1",,3,0.83
"K1984,CC183",RUFY1,,3,0.83
ZWINT,LYRM4,,3,0.83
PD1L1,TTI1,,3,0.83
NP1L1,UBE2O,,3,0.83
FGGY,EAF1,,3,0.83
RS2,PRR3,,3,0.83
LPAR6,SCMC1,,3,0.82
P2Y12,ECSIT,,3,0.83
NRG1,DPB1,,1,0.82
SNP23,VAMP5,,3,0.85
CQ059,LTOR2,,3,0.87
DJB11,KMCP1,,3,0.83
CQ059,CCD22,,3,0.82
ZN707,RT10,,3,0.83
DLK1,PCYOX,,3,0.82
FGF1,GPC1,,3,0.83
SCAR3,MA1A2,,3,0.83
F170A,QSER1,,3,0.83
ANR44,CDN2C,,3,0.83
AKTIP,F16A1,,3,0.83
RB11B,HPHL1,,3,0.82
ACVR1,ACVL1,,1,0.83
TGON2,LTN1,,3,0.83
CEA21,CCD51,,3,0.83
RAB1B,RAB1A,,3,0.87
RTN2,JPH1,,3,0.83
MAD 1.00,SP30L,,3,0.83
ZRAB2,LC7L2,,3,0.83
RAB9B,RAE2,,3,0.83
RAB9B,RAE1,,3,0.83
RAB1B,PGTA,,3,0.83
PSMG2,PSB7,,3,0.83
KCRM,PALM2,,3,0.83
PSMG2,PSB9,,3,0.85
U2AFM,CD11B,,3,0.82
IFIX,LEG3,,3,0.83
PENK,CDC26,,3,0.83
PSMG2,PSA5,,3,0.83
ROGDI,WDR7,,3,0.83
TN13B,PIGQ,,3,0.83
T22D4,TTL,,3,0.83
GPHA2,ANR46,,3,0.83
S39A4,STEA3,,3,0.83
KI2S2,IGHA1,,3,0.82
KI2S2,IGHA2,,3,0.83
PPARD,RNF31,,3,0.83
MLF 1.00,KIF11,,3,0.83
F90A1,RFPLB,,3,0.83
NPM,DDX27,,3,0.83
DHX8,CK057,,3,0.87
MYLK4,H90B4,,3,0.83
S39A4,TM143,,3,0.83
NTKL,SC31A,,3,0.85
CDK3,CKS2,,3,0.96
S39A4,S47A1,,3,0.83
TN13B,M3K6,,3,0.83
PE2R3,AVR2A,,3,0.83
PE2R3,AVR2B,,3,0.83
SUSD4,FUT11,,3,0.83
MRM1,ZY11B,,3,0.83
DCR1C,PP6R1,,3,0.83
RM39,"RMTL1,MRM3",,3,0.83
F188A,LANC2,,3,0.83
RTN4,KTN1,KTN1,2,0.82
JADE2,ING3,,0,0.83
MK14,KIF22,,3,0.83
RL14,REXO4,,3,0.83
LCMT1,PP2AA,,3,0.85
RT02,RT31,,3,0.83
MRM1,HECD3,,3,0.83
TXD15,MARH6,,3,0.83
PE2R3,HEAT3,,3,0.83
TM171,P52K,,3,0.83
SRPRB,VRK2,,3,0.83
ACOT8,IGHA1,,3,0.82
LCMT1,PP4C,,3,0.82
ROGDI,DMXL2,,3,0.83
CC151,IFT81,,3,0.83
AK1C3,AK1D1,,3,0.89
ZN219,NPAT,,3,0.83
CARD8,MBIP1,,3,0.83
KI2S2,KI3L1,,3,0.83
KI2S2,KI2S5,,3,0.83
TRAK2,FA83D,,3,0.83
STX12,SNAG,,3,0.83
KI2S2,KI2S1,,3,0.83
DEFI6,BRE,,3,0.83
NSL1,PMF1,,3,0.83
NXPH2,FREM2,,3,0.83
CASQ2,GSCR2,,3,0.83
SREK1,PININ,,3,0.87
CASQ2,RS15,,3,0.83
CEA21,N2DL3,,3,0.83
CBPZ,PRCM,,3,0.83
SKAP1,MTMR1,,3,0.83
CTDS2,NEK4,,3,0.82
CC026,MDM2,MDM2,2,0.82
PRG2,LDLR,,3,0.83
SIAE,CNTP3,,3,0.82
SKAP1,RMP,,3,0.83
RM37,RM11,,3,0.87
PON2,2A5D,,3,0.82
MAD 1.00,SP130,,3,0.83
NOL12,ZN668,,0,0.83
CR001,MAGI1,,3,0.83
AZIN1,OAZ3,,3,0.88
GRN,FWCH2,,3,0.83
LEG8,S4A7,,3,0.83
SGOL2,PPCE,,3,0.83
ERGI3,EXT1,EXT1,2,0.83
TTLL1,CDC27,,3,0.83
QCR7,S10AA,,3,0.83
CBX7,BCOR,BCOR,2,0.83
SCN2B,ORC5,,3,0.83
INSL3,RN123,,3,0.83
ERGI3,STOM,,3,0.82
LPAR6,HYCCI,,3,0.83
WDR83,K1671,,3,0.83
STX7,STX12,,3,0.87
HXC4,RBG1L,,3,0.83
RT30,RM55,,3,0.83
IER2,ZBT40,,0,0.83
"ACN9,SDHF3",CF057,,3,0.83
ARSA,SUMF1,,3,0.83
MK67I,ZN770,,3,0.83
PPIE,SPF27,,3,0.83
BCAT1,ATX2,,3,0.82
F175A,LAMC1,,3,0.83
RSSA,PURB,,3,0.83
FOXR2,MBTD1,,3,0.83
TEFF1,DHRS2,,3,0.83
WNT9B,GRP78,,3,0.86
EAF1,PI42C,,3,0.83
CHIA,TPP2,,3,0.83
TMEDA,TMED1,,3,0.83
STX12,VAMP8,,3,0.83
STN 1.00,UBP15,,3,0.83
"F113B,PED1B",S1PBP,,3,0.83
STX12,STX10,,3,0.83
ZBT38,H2A2B,,3,0.82
STX12,NOP14,,3,0.83
HECA2,PTPRS,,3,0.83
RT05,RT18C,,3,0.83
RT31,RT35,,3,0.87
NTRI,CALR,CALR,2,0.83
CLK2,RNPS1,,3,0.87
F177A,STEA3,,3,0.83
GNAZ,MTHR,,3,0.83
F90A1,FLNA,FLNA,2,0.83
F134C,B3A2,,3,0.83
TBB2B,TCPG,,3,0.83
SKAP1,KSR1,,3,0.82
GMCL1,ECM1,,0,0.83
GMCL1,TYPH,,0,0.83
P66B,CDKA1,,3,0.85
PHF13,DNSL2,,0,0.83
AR6P6,NAA50,,3,0.83
MED4,IFT20,,3,0.85
ACL6A,TCPW,,3,0.83
HEYL,PGTB1,,3,0.83
SKAP1,Z324A,,3,0.82
ZFP41,AKAP1,,0,0.83
AZIN1,TYDP2,,3,0.83
TMM 51,ITCH,,3,0.83
U2AFM,C1QBP,,3,0.83
NPM,RPF2,,3,0.83
IER2,ZC11A,,0,0.82
IKZF3,DGC14,,3,0.83
NEUR2,KEAP1,KEAP1,2,0.83
B2L14,TPPC9,,3,0.85
S39A4,RMND1,,3,0.82
COR1A,IFT20,,3,0.87
BACD2,FLNC,,3,0.82
RM28,G45IP,,3,0.83
PE2R3,PININ,,3,0.83
KTU,MARE2,,3,0.83
DEFI6,RBM45,,3,0.83
NDK7,CA189,,3,0.83
SKAP1,RPA1,,3,0.83
DLK1,EGFL7,,3,0.83
LRIQ3,R3HCL,,3,0.82
TGON2,RRAGB,,3,0.82
TNF11,AT5G1,,3,0.83
ZC3H3,SAHH2,,0,0.83
LUC7L,CLASR,,3,0.83
MB3L1,CHD4,CHD4,2,0.83
P2Y12,K2013,,3,0.83
WDR83,DPYL2,,3,0.83
CD244,RIMB1,,3,0.83
EGFR,1433B,,1,0.87
CC151,CCD22,,3,0.83
SURF2,KBTB7,,3,0.83
FAF2,CAV1,CAV1,2,0.83
AL3A2,INT1,,3,0.83
AT1B4,FCGRN,,3,0.82
TTLL1,TBC19,,3,0.89
KTU,H2AW,,3,0.83
EIF3I,E41L1,,3,0.82
RBM24,PLCD1,,3,0.83
ZN544,NDEL1,,3,0.82
RT30,RT63,,3,0.83
S39A4,FACR2,,3,0.83
TNR3,"WDR67,TBC31",,3,0.83
S39A4,NDC1,,3,0.83
CNN3,CARM1,,3,0.82
SMCE1,BCL7B,,3,0.83
LEG8,LRC8C,,3,0.83
DCTN2,EXD2,,3,0.82
ARPC3,"K0664,CLU",,3,0.83
H11,RPF2,,3,0.83
NSD2,ESR1,,1,0.83
SIAE,PLTP,,3,0.82
F177A,CL043,,3,0.82
RL13,RM17,,3,0.83
LCMT1,PP4R2,,3,0.82
PRG2,ZMY19,,3,0.83
LEG9C,S12A6,,3,0.83
P2RX4,EI2BA,,3,0.83
H17B6,SNX3,,3,0.82
FGL1,NUCB1,,3,0.83
TSSC4,C19L1,,3,0.83
DCA15,DUSTY,,3,0.82
TEKT4,PUR8,,0,0.82
CHSTA,NPTX1,,3,0.82
LRC39,LIMA1,,3,0.83
FKBP6,CK5P3,,3,0.84
STX3,VAMP4,,3,0.83
PNMA2,F161A,,3,0.82
RPC4,RPC9,,3,0.83
NCK2,GIT1,,3,0.89
FA63B,GTR8,,3,0.83
L2HDH,NGAL,,3,0.83
P2Y12,NU1M,,3,0.82
SNR40,SMD2,,3,0.82
PRS7,SMC1A,SMC1A,2,0.83
P2RY8,GNAZ,,1,0.83
RWD2B,NEUG,,3,0.82
PSG9,CELR3,,3,0.83
P2RY8,GNAQ,,1,0.82
P2Y12,COX1,,3,0.82
DHB7,PPA5,,3,0.83
LANC1,UBN2,,3,0.83
"RG9D3,TM10B",RT35,,3,0.83
TNR3,CCHCR,,3,0.83
TRABD,DJC11,,3,0.83
TNR3,CCD93,,3,0.83
HERC2,BIRC6,,3,0.83
THBG,MIA3,,3,0.83
ZBT46,FXL17,,3,0.83
PPIE,WDR83,,3,0.83
DKK 1.00,KITM,,3,0.83
KTU,ARL8B,,3,0.82
THAP7,RS27A,,0,0.83
FAM9A,NP1L3,,3,0.83
CREB3,RNF41,,3,0.83
GBLP,HELZ,,3,0.83
EDA,PININ,,3,0.83
DDHD2,HS905,,3,0.83
LEG9,OSTM1,,3,0.83
NUP50,TP53B,,3,0.87
KPTN,IF4G3,,3,0.83
TADA1,TRRAP,TRRAP,0,0.83
CHIA,MOCOS,,3,0.83
CDK4,OGFR,,1,0.83
TXND9,TCPW,,3,0.83
APLF,SP16H,,0,0.83
PMM1,DUS14,,3,0.83
HECA2,BMR1A,,3,0.83
SGF29,MPRIP,,0,0.83
ROA1,NGRN,,3,0.83
RM28,RM30,,3,0.83
RM28,RM27,,3,0.83
H11,UTP23,,3,0.83
PDK1L,CA174,,3,0.88
RM28,RM37,,3,0.87
CATO,LYPA1,,3,0.83
NUSAP,IMB1,,3,0.83
LMAN2,CENPH,,0,0.83
MBIP1,F199X,,3,0.83
BODG,TANK,,3,0.83
T185A,STX3,,3,0.82
NUD12,NCOA5,,3,0.83
PDLI1,ACTN3,,3,0.83
TXND5,JMJD8,,3,0.82
I12R1,TRM44,,3,0.83
SG196,T120B,,3,0.83
WDR83,CASP,,3,0.83
ZFN2B,UBB,,3,0.83
BACD1,HSPB8,,3,0.83
THAP7,RL32,,0,0.82
THAP7,RL18A,,0,0.82
MO4L1,YETS4,,3,0.89
CDK3,CDT1,,3,0.83
CP057,CCD12,,3,0.83
NP1L5,C102A,,3,0.83
CBWD1,UXS1,,3,0.83
CAP7,STAT3,STAT3,2,0.82
TSN5,NAT8L,,3,0.83
PHF19,RBBP4,,3,0.82
PHF19,RBBP7,,3,0.83
KLK5,CPNE1,,3,0.82
CI041,MKRN2,,3,0.83
CAH8,POF1B,,3,0.83
F1892,STXB4,,3,0.83
P2RY8,GFAP,,1,0.83
RBBP7,ZN521,,3,0.83
ANM2,VCIP1,,3,0.83
F1892,AN13A,,3,0.83
BYST,F207A,,3,0.83
T10IP,DCAF5,,3,0.82
GBRE,CJ035,,3,0.82
TGFR2,NFIP1,,3,0.82
DJC28,LRC46,,3,0.83
PCY2,SHIP2,,3,0.83
LEG8,S12A9,,3,0.83
SURF2,ZCHC9,,3,0.83
CF072,PDZ11,,3,0.83
TRA2A,TR150,,3,0.82
MK14,RN138,,3,0.83
CD003,ERMP1,,3,0.83
AMRA1,DYL1,,3,0.87
CC50A,SC11C,,3,0.83
RBM24,PEPL,,3,0.83
MK67I,NLE1,,3,0.83
RS8,RM47,,3,0.83
DD19A,CTIF,,3,0.87
GATS,SNX2,,3,0.83
AT1B4,ENTP7,,3,0.83
TCAL1,DTL,,3,0.83
GBRE,EPHB4,,3,0.83
GBRE,KCNQ5,,3,0.83
DTBP1,KXDL1,,3,0.83
EVI2A,DOK2,,3,0.82
ZBT48,ZBT48,,3,0.83
ROA1,PAIP2,,3,0.82
ADPPT,STIL,STIL,2,0.82
TXND9,TCPH,,3,0.83
FSD1,UB2D2,,3,0.82
ENPP6,STEA3,,3,0.83
"CCD67,DEUP1",MAFG,,3,0.83
S19A2,PPIE,,3,0.83
PTH1R,DJC17,,0,0.82
VSIG4,KDIS,,0,0.83
MARE1,IASPP,,3,0.87
T185A,SRC,SRC,2,0.83
PTH1R,AT11C,,0,0.82
CP1A1,HPCL1,,3,0.83
ZPBP2,TBB8,,3,0.83
NDF1,DPF3,,3,0.83
ACHB3,LEMD2,,3,0.83
JSPR1,SIAH1,,3,0.83
UBXN1,BACD2,,3,0.83
CH074,MORN2,,3,0.83
WIPI1,CEP76,,0,0.83
PSME3,TSH3,,3,0.83
TSSC4,GPTC1,,3,0.83
TADA3,TAF9B,,3,0.83
CNOT7,CNOT3,CNOT3,2,0.89
FNDC4,INT7,,3,0.83
CQ059,CK5P2,,3,0.83
RFOX2,ATX2,,3,0.83
RN126,CAN15,,3,0.83
COASY,DSG4,,3,0.82
RM39,RM20,,3,0.83
TRIM1,SYT17,,3,0.87
"ZN434,ZSC32",SCND3,,3,0.83
DLDH,RT36,,3,0.83
SDCB1,SMCA2,,3,0.84
F164A,GATL3,,3,0.83
LEG3,SDK2,,3,0.83
ZSC20,SBSN,,3,0.83
DTBP1,CI016,,3,0.82
